DeviceName,FQDN,ApplicationName,Publisher,FileName,InstallationPath,SHA256,MD5
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,SenseIR.exe,C:\Program Files\Windows Defender Advanced Threat Protection,F625A188F6B66296BBAF27A21F631214838F0EF6027B72B28ED22F8F980FF436,862E89711005772126D4FE06D3AA2412
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft (R) Windows (R) Operating System,Microsoft,SenseNdr.exe,C:\Program Files\Windows Defender Advanced Threat Protection,F5305E68FB040F31B06A56540F1FCF31150C2C1DB595DA19D9940F8711706A65,D9CF27B420608E6CB8AB51418B991895
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,SenseSampleUploader.exe,C:\Program Files\Windows Defender Advanced Threat Protection,9A8033F1FB42B12937705A163F8548FF84222CED18C1B45829D1FF55EED22BD5,449A6DB7F469CF087B26EF681F1CB918
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,SenseTracer.exe,C:\Program Files\Windows Defender Advanced Threat Protection,218861D231A03E60D3CD25F6CC68C5346D5E61F572E39DF54FFCBDA749DD9724,24AB4BA23C859ADF1A31423EF91EA1C8
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft (R) Windows (R) Operating System,Unknown,SenseTVM.exe,C:\Program Files\Windows Defender Advanced Threat Protection,C57A49C88E9EA45883C41FEA55CACA2EA3DBADD10A713F5AA9C079AD18F860CF,B2994BCE7F4EA7E84FF4B0CE1625F6F9
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,wab.exe,C:\Program Files\Windows Mail,2EAB6C75F31F21FF4CE8ACE89B3C504B3C383036DA936DDE2286C6B1FD3C6FA6,20F0551A9D68457A511536D9FF7FEF94
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,wabmig.exe,C:\Program Files\Windows Mail,EBA49954042506DFCB35A1E6EF882635193672F1A695876ABE4D7F4F82EB3B3D,24A4194D98521A8D7543A1749E4B608C
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,setup_wm.exe,C:\Program Files\Windows Media Player,593F5D2DFB14D2236E8007FFCCC231542A91561F0DC1EF4660EB739C4BA8A0A3,1CC0416605E4C934B3C52554FF3620A0
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,wmlaunch.exe,C:\Program Files\Windows Media Player,AF4448398F14A777602738EA0495ED53C7476107521F0F0EC609A84C80D56A0D,B10F47FB3CB639B67BF875DC41B47B57
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,wmpconfig.exe,C:\Program Files\Windows Media Player,9E666930A8E57742C72B8AF642B6E8E199BEBCC2E598CDFCF7066E4C7E1047FB,00D8E146D12E4885372E73B18EBFD19F
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,wmplayer.exe,C:\Program Files\Windows Media Player,A76707876FE893904E533014AB146B1747FB052CA766C075822A954ED4B99417,50604BB1EF0D159BB392330E71F03892
HTH9S9CGB3,HTH9S9CGB3.HillTop.Global,Microsoft® Windows® Operating System,Microsoft Corporation,wmpnetwk.exe,C:\Program Files\Windows Media Player,1EB6A49369E221874FC770AB96A1A5D1D13876AC0BC144A87F3DA0088A5C3A38,FE4F40BAFFA77CFF7A2559CFD9777D17
